State,Institute,Institute Type,Course,Quota,Hosp Beds,Course Fee,Stipend Year 1,Stipend Year 2,Stipend Year 3,Bond,Bond Penalty
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MD BIOCHEMISTRY,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MD COMMUNITY MEDICINE,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MD DERMATOLOGY,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MD FORENSIC MEDICINE,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MD GENERAL MEDICINE,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MD MICROBIOLOGY,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MD PAEDIATRICS,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MD PATHOLOGY,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MD PHARMACOLOGY,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MD PHYSIOLOGY,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MD PSYCHIATRY,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MD PULMONARY MEDICINE,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MD RADIODIAGNOSIS,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MS ENT,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MS GENERAL SURGERY,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MS OBG,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MS OPHTHALMOLOGY,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Ananthapuram",Govt,MS ORTHOPAEDICS,All India Quota,1510,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MD ANAESTHESIOLOGY,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MD ANATOMY,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MD BIOCHEMISTRY,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MD COMMUNITY MEDICINE,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MD DERMATOLOGY,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MD EMERGENCY MEDICINE,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MD FORENSIC MEDICINE,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MD GENERAL MEDICINE,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MD MICROBIOLOGY,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MD PAEDIATRICS,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MD PATHOLOGY,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MD PHARMACOLOGY,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MD PSYCHIATRY,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MD PULMONARY MEDICINE,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MD RADIODIAGNOSIS,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MD RADIOTHERAPY,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MS ENT,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MS GENERAL SURGERY,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MS OBG,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MS OPHTHALMOLOGY,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Medical College, Kadapa",Govt,MS ORTHOPAEDICS,All India Quota,750,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MD ANAESTHESIOLOGY,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MD ANATOMY,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MD BIOCHEMISTRY,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MD COMMUNITY MEDICINE,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MD DERMATOLOGY,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MD FORENSIC MEDICINE,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MD GENERAL MEDICINE,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MD MICROBIOLOGY,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MD PAEDIATRICS,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MD PATHOLOGY,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MD PHARMACOLOGY,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MD PHYSIOLOGY,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MD PSYCHIATRY,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MD PULMONARY MEDICINE,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MD RADIODIAGNOSIS,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MS ENT,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MS GENERAL SURGERY,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MS OBG,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MS OPHTHALMOLOGY,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",Govt,MS ORTHOPAEDICS,All India Quota,1657,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,Diploma in PSYCHOLOGICAL MEDICINE,All India Quota,1204,15375,60823,61528,0,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD ANAESTHESIOLOGY,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD ANATOMY,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD BIOCHEMISTRY,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD COMMUNITY MEDICINE,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD DERMATOLOGY,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD EMERGENCY MEDICINE,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD FORENSIC MEDICINE,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD GENERAL MEDICINE,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD MICROBIOLOGY,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD PAEDIATRICS,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD PATHOLOGY,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD PHARMACOLOGY,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD PHYSIOLOGY,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD PSYCHIATRY,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD PULMONARY MEDICINE,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD RADIODIAGNOSIS,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MD RADIOTHERAPY,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MS ENT,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MS GENERAL SURGERY,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MS OBG,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MS OPHTHALMOLOGY,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Guntur Medical College, Guntur",Govt,MS ORTHOPAEDICS,All India Quota,1204,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Homi Bhabha Cancer Hospital & Research Centre, Visakhapatnam",Govt,MD ANAESTHESIOLOGY,All India Quota,250,105500,100800,103200,106800,1 years,2500000
Andhra Pradesh,"Homi Bhabha Cancer Hospital & Research Centre, Visakhapatnam",Govt,MD RADIOTHERAPY,All India Quota,250,105500,100800,103200,106800,1 years,2500000
Andhra Pradesh,"Indlas Hospitals, Vijayawada",Private,DNB PSYCHIATRY,DNB Quota,100,125000,45000,47000,49000,0 years,0
Andhra Pradesh,"Kanumuri Hospital, Guntur",Private,Diploma in TB & CHEST DISEASE - DTCD (NBEMS),DNB Quota,100,125000,60823,61528,0,0 years,0
Andhra Pradesh,"KIMS Hospital, Kurnool",Private,Diploma in PAEDIATRICS - DCH (NBEMS),DNB Quota,200,125000,43000,45000,0,0 years,0
Andhra Pradesh,"KIMS Hospital, Kurnool",Private,DNB GENERAL MEDICINE,DNB Quota,200,125000,43000,45000,47000,0 years,0
Andhra Pradesh,"KIMS Hospital, Kurnool",Private,DNB OBG,DNB Quota,200,125000,43000,45000,47000,0 years,0
Andhra Pradesh,"KIMS Hospital, Kurnool",Private,DNB PAEDIATRICS,DNB Quota,200,125000,43000,45000,47000,0 years,0
Andhra Pradesh,"KIMS Icon Hospital, Visakhapatnam",Private,DNB ANAESTHESIOLOGY,DNB Quota,434,125000,43000,45000,47000,0 years,0
Andhra Pradesh,"KIMS Icon Hospital, Visakhapatnam",Private,DNB ORTHOPAEDICS,DNB Quota,434,125000,43000,45000,47000,0 years,0
Andhra Pradesh,"KIMS Saveera Hospital, Anantapuram",Private,DNB ANAESTHESIOLOGY,DNB Quota,250,125000,60823,61528,64767,0 years,0
Andhra Pradesh,"KIMS Saveera Hospital, Anantapuram",Private,DNB EMERGENCY MEDICINE,DNB Quota,250,125000,60823,61528,64767,0 years,0
Andhra Pradesh,"KIMS Saveera Hospital, Anantapuram",Private,DNB RADIODIAGNOSIS,DNB Quota,250,125000,60823,61528,64767,0 years,0
Andhra Pradesh,"Krishna Institute of Medical Sciences, Nellore",Private,Diploma in ANAESTHESIOLOGY - DA (NBEMS),DNB Quota,250,125000,50600,53500,0,0 years,0
Andhra Pradesh,"Krishna Institute of Medical Sciences, Nellore",Private,Diploma in TB & CHEST DISEASE - DTCD (NBEMS),DNB Quota,250,125000,50600,53500,0,0 years,0
Andhra Pradesh,"Krishna Institute of Medical Sciences, Nellore",Private,DNB ANAESTHESIOLOGY,DNB Quota,250,125000,50600,53500,56300,0 years,0
Andhra Pradesh,"Krishna Institute of Medical Sciences, Nellore",Private,DNB GENERAL SURGERY,DNB Quota,250,125000,50600,53500,56300,0 years,0
Andhra Pradesh,"Krishna Institute of Medical Sciences, Nellore",Private,DNB ORTHOPAEDICS,DNB Quota,250,125000,50600,53500,56300,0 years,0
Andhra Pradesh,"Krishna Institute of Medical Sciences, Nellore",Private,DNB RADIODIAGNOSIS,DNB Quota,250,125000,50600,53500,56300,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MD ANAESTHESIOLOGY,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MD ANATOMY,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MD BIOCHEMISTRY,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MD COMMUNITY MEDICINE,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MD DERMATOLOGY,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MD FORENSIC MEDICINE,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MD GENERAL MEDICINE,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MD MICROBIOLOGY,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MD PAEDIATRICS,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MD PATHOLOGY,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MD PHARMACOLOGY,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MD PHYSIOLOGY,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MD PSYCHIATRY,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MD PULMONARY MEDICINE,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MD RADIODIAGNOSIS,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MS ENT,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MS GENERAL SURGERY,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MS OBG,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MS OPHTHALMOLOGY,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt,MS ORTHOPAEDICS,All India Quota,1500,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Lalitha Super Specialty Hospital, Guntur",Private,Diploma in ANAESTHESIOLOGY - DA (NBEMS),DNB Quota,200,125000,60823,61528,0,0 years,0
Andhra Pradesh,"Lalitha Super Specialty Hospital, Guntur",Private,Diploma in RADIO DIAGNOSIS - DMRD (NBEMS),DNB Quota,200,125000,60823,61528,0,0 years,0
Andhra Pradesh,"Lalitha Super Specialty Hospital, Guntur",Private,DNB ANAESTHESIOLOGY,DNB Quota,200,125000,60823,61528,64767,0 years,0
Andhra Pradesh,"Lalitha Super Specialty Hospital, Guntur",Private,DNB GENERAL MEDICINE,DNB Quota,200,125000,60823,61528,64767,0 years,0
Andhra Pradesh,"Lalitha Super Specialty Hospital, Guntur",Private,DNB GENERAL SURGERY,DNB Quota,200,125000,60823,61528,64767,0 years,0
Andhra Pradesh,"Lalitha Super Specialty Hospital, Guntur",Private,DNB ORTHOPAEDICS,DNB Quota,200,125000,60823,61528,64767,0 years,0
Andhra Pradesh,"Lalitha Super Specialty Hospital, Guntur",Private,DNB RADIODIAGNOSIS,DNB Quota,200,125000,60823,61528,64767,0 years,0
Andhra Pradesh,"Mahatma Gandhi Cancer Hospital & Research Institute, Visakhapatnam",Private,DNB RADIOTHERAPY,DNB Quota,250,125000,60823,61528,64767,0 years,0
Andhra Pradesh,"Manipal Hospital, Vijayawada",Private,DNB ANAESTHESIOLOGY,DNB Quota,350,125000,44075,46524,48973,0 years,0
Andhra Pradesh,"Medicover Hospitals MVP, Visakhapatnam",Private,DNB PULMONARY MEDICINE,DNB Quota,200,125000,60823,61528,64767,0 years,0
Andhra Pradesh,"Medicover Hospitals, Kurnool",Private,Diploma in ANAESTHESIOLOGY - DA (NBEMS),DNB Quota,200,125000,44000,46500,0,0 years,0
Andhra Pradesh,"Medicover Hospitals, Visakhapatnam",Private,DNB PAEDIATRICS,DNB Quota,650,125000,44000,46000,48000,0 years,0
Andhra Pradesh,"MJ Naidu Super Specialty Hospital, Vijayawada",Private,DNB ORTHOPAEDICS,DNB Quota,150,125000,60823,61528,64767,0 years,0
Andhra Pradesh,"MyCure Hospital, Visakhapatnam",Private,DNB PAEDIATRICS,DNB Quota,650,125000,44000,46000,48000,0 years,0
Andhra Pradesh,"Mydhili Hospital, Gudur",Private,Diploma in OBG - DGO (NBEMS),DNB Quota,100,125000,43000,45000,0,0 years,0
Andhra Pradesh,"Mydhili Hospital, Gudur",Private,DNB OBG,DNB Quota,100,125000,43000,45000,47000,0 years,0
Andhra Pradesh,"Omni RK Super Specialty Hospital, Visakhapatnam",Private,DNB PAEDIATRICS,DNB Quota,0,125000,44075,46524,48973,0 years,0
Andhra Pradesh,"Q1 Hospital, Visakhapatnam",Private,DNB ORTHOPAEDICS,DNB Quota,0,125000,50686,53503,56319,0 years,0
Andhra Pradesh,"Quality Care India Limited (Care Hospital), Visakhapatnam",Private,DNB ANAESTHESIOLOGY,DNB Quota,0,125000,60823,61528,64767,0 years,0
Andhra Pradesh,"Quality Care India Limited (Care Hospital), Visakhapatnam",Private,DNB EMERGENCY MEDICINE,DNB Quota,0,125000,60823,61528,64767,0 years,0
Andhra Pradesh,"Queen's NRI Hospital, Visakhapatnam",Private,DNB ANAESTHESIOLOGY,DNB Quota,0,125000,44075,46524,48973,0 years,0
Andhra Pradesh,"Queen's NRI Hospital, Visakhapatnam",Private,DNB ORTHOPAEDICS,DNB Quota,0,125000,44075,46524,48973,0 years,0
Andhra Pradesh,"Rainbow Children's Hospital, Vijayawada",Private,Diploma in OBG - DGO (NBEMS),DNB Quota,0,125000,60823,61528,0,0 years,0
Andhra Pradesh,"Rainbow Children's Hospital, Vijayawada",Private,DNB PAEDIATRICS,DNB Quota,0,125000,60823,61528,64767,0 years,0
Andhra Pradesh,"Rainbow Children's Hospital, Visakhapatnam",Private,Diploma in OBG - DGO (NBEMS),DNB Quota,0,125000,60823,61528,0,0 years,0
Andhra Pradesh,"Rainbow Children's Hospital, Visakhapatnam",Private,DNB PAEDIATRICS,DNB Quota,0,125000,60823,61528,64767,0 years,0
Andhra Pradesh,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam",Govt,MD ANAESTHESIOLOGY,All India Quota,800,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam",Govt,MD ANATOMY,All India Quota,800,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam",Govt,MD BIOCHEMISTRY,All India Quota,800,15375,60823,61528,64767,0 years,0
Andhra Pradesh,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam",Govt,MD COMMUNITY MEDICINE,All India Quota,800,15375,60823,61528,64767,0 years,0
