Institute,State,Inst. Type,Dept.,OPD,IPD,Beds,Bed Occ.,Histopath,Cytopath,Hematology,Clin. Path.,Biochem,C&S,Serology,X-Rays,USG,CT,MRI,Major OT,Minor OT,Emerg. OT
"Saraswati Institute of Medical Sciences, Hapur",Uttar Pradesh,Private,MD PSYCHIATRY,3043,813,32,82,0,0,5762,198,4357,12,18,0,0,141,124,0,0,0
"Saraswati Institute of Medical Sciences, Hapur",Uttar Pradesh,Private,MS ENT,3535,1404,58,80,46,57,5832,985,5966,24,34,319,121,34,3,104,311,9
"Saraswati Institute of Medical Sciences, Hapur",Uttar Pradesh,Private,MS GENERAL SURGERY,7590,5491,230,79,227,138,6637,4081,14745,258,438,384,1558,104,51,201,331,22
"Saraswati Institute of Medical Sciences, Hapur",Uttar Pradesh,Private,MS OBG,5650,3410,145,78,233,449,5288,3715,12102,133,517,44,947,33,2,204,337,61
"Saraswati Institute of Medical Sciences, Hapur",Uttar Pradesh,Private,MS OPHTHALMOLOGY,4223,1386,58,80,0,0,5385,380,665,22,19,0,3,0,0,242,292,1
"Saraswati Institute of Medical Sciences, Hapur",Uttar Pradesh,Private,MS ORTHOPAEDICS,5192,2819,118,80,1,0,5525,1438,10433,39,706,2162,18,75,134,193,285,22
"Saraswati Medical College, Unnao",Uttar Pradesh,Private,MBBS OVERALL,31089,3634,16276,2497,352,374,27957,2788,23336,380,14075,4195,1522,5,0,752,1287,43
"Saraswati Medical College, Unnao",Uttar Pradesh,Private,MD DERMATOLOGY,1174,79,20,75,0,0,231,0,156,0,1,1,1,2,0,0,0,0
"Saraswati Medical College, Unnao",Uttar Pradesh,Private,MD GENERAL MEDICINE,5090,930,255,77,0,7,7805,1037,5430,63,1843,849,836,0,0,0,0,0
"Saraswati Medical College, Unnao",Uttar Pradesh,Private,MD PAEDIATRICS,3327,796,125,76,0,0,3444,698,2376,12,989,226,14,0,0,0,0,0
"Saraswati Medical College, Unnao",Uttar Pradesh,Private,MD PSYCHIATRY,1039,70,25,77,0,0,170,8,67,0,0,2,1,3,0,0,0,0
"Saraswati Medical College, Unnao",Uttar Pradesh,Private,MS ENT,2830,104,30,77,32,60,1725,1,640,0,352,405,4,0,0,87,235,22
"Saraswati Medical College, Unnao",Uttar Pradesh,Private,MS GENERAL SURGERY,4270,663,204,77,215,230,5583,756,5758,118,1629,852,699,0,0,268,311,62
"Saraswati Medical College, Unnao",Uttar Pradesh,Private,MS OBG,2494,425,125,76,45,48,2584,15,2513,119,1405,229,254,0,0,213,230,8
"Saraswati Medical College, Unnao",Uttar Pradesh,Private,MS OPHTHALMOLOGY,2945,104,30,77,0,0,186,1,710,0,10,161,0,0,0,92,235,14
"Saraswati Medical College, Unnao",Uttar Pradesh,Private,MS ORTHOPAEDICS,3816,372,100,78,0,0,1684,27,2373,0,965,404,1,0,0,153,236,35
"Sarat Chandra Chattopadhyay Government Medical College & Hospital, Howrah",West Bengal,Govt,MBBS OVERALL,39763,6096,513,92,0,16,3836,809,8590,2,1837,3262,1670,1242,0,0,0,0
"Sarat Chandra Chattopadhyay Government Medical College & Hospital, Howrah",West Bengal,Govt,MD DERMATOLOGY,4038,24,20,76,0,0,7,5,32,1,0,111,44,0,0,0,0,0
"Sarat Chandra Chattopadhyay Government Medical College & Hospital, Howrah",West Bengal,Govt,MD GENERAL MEDICINE,14919,1176,110,94,0,6,795,113,1519,1,211,1178,390,662,0,0,0,0
"Sarat Chandra Chattopadhyay Government Medical College & Hospital, Howrah",West Bengal,Govt,MD PAEDIATRICS,3587,556,50,87,0,1,220,79,886,1,109,233,182,2,0,0,0,0
"Sarat Chandra Chattopadhyay Government Medical College & Hospital, Howrah",West Bengal,Govt,MD PSYCHIATRY,912,15,20,77,0,0,4,3,32,0,0,24,31,7,0,0,0,0
"Sarat Chandra Chattopadhyay Government Medical College & Hospital, Howrah",West Bengal,Govt,MS ENT,2413,56,20,77,0,6,22,6,92,0,0,218,152,6,0,35,66,32
"Sarat Chandra Chattopadhyay Government Medical College & Hospital, Howrah",West Bengal,Govt,MS GENERAL SURGERY,1210,800,100,83,0,6,742,124,1249,0,5,582,308,219,0,16,416,198
"Sarat Chandra Chattopadhyay Government Medical College & Hospital, Howrah",West Bengal,Govt,MS OBG,1693,1014,113,87,0,1,636,142,1196,1,85,239,516,144,0,193,42,185
"Sarat Chandra Chattopadhyay Government Medical College & Hospital, Howrah",West Bengal,Govt,MS OPHTHALMOLOGY,1972,488,20,80,0,0,18,9,135,0,0,172,35,14,0,140,11,1
"Sarat Chandra Chattopadhyay Government Medical College & Hospital, Howrah",West Bengal,Govt,MS ORTHOPAEDICS,2946,109,40,82,0,0,28,21,404,0,3,685,40,67,0,9,226,117
"Sardar Patel Medical College, Bikaner",Rajasthan,Govt,MBBS OVERALL,172828,17353,3047,2940,1008,354,53322,17060,32523,2154,27362,26639,11284,754,556,2416,4752,617
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,DM CARDIOLOGY,3466,142,20,18,54,0,3441,956,1904,120,59,1175,245,90,60,155,60,93
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,DM CRITICAL CARE MEDICINE,0,254,20,18,58,11,12918,2486,7678,382,151,702,151,120,59,0,0,0
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,DM NEONATOLOGY,340,131,18,19,0,0,611,0,2202,148,28,120,181,58,56,0,0,0
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,DM NEPHROLOGY,2380,154,20,18,119,0,4730,2238,12880,16,6,958,757,89,59,0,0,0
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,DM NEUROLOGY,2735,147,20,18,60,19,6207,2006,8894,23,12,487,369,857,368,0,0,0
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,MBBS OVERALL,153592,4006,1600,1446,1249,1289,82460,6586,98715,3555,2654,17292,8478,2957,947,1215,7305,1427
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,MCh PLASTIC SURGERY,1157,152,30,27,59,0,2922,1004,2477,48,26,858,90,150,60,299,448,86
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,MCh UROLOGY,2839,124,20,18,241,54,3327,2769,2640,401,57,838,1143,761,90,361,305,11
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,MCh VASCULAR SURGERY,1839,148,20,18,12,1,5303,2151,6881,7,2,766,555,90,60,180,244,8
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,MD ANAESTHESIOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3302,4098,721
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,MD DERMATOLOGY,3255,131,60,56,212,150,3474,1362,2194,149,90,240,180,90,59,0,0,0
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,MD GENERAL MEDICINE,14279,1048,240,226,7,168,29200,17310,36581,2430,758,3116,3623,673,241,0,0,0
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,MD PAEDIATRICS,6484,523,120,115,8,3,4447,2157,4374,248,189,601,493,61,61,0,0,0
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,MD PSYCHIATRY,3601,153,40,35,0,0,121,62,953,40,27,90,119,58,54,0,0,0
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,MD PULMONARY MEDICINE,3558,213,30,27,60,58,3728,2081,6303,599,408,2006,205,59,0,0,0,0
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,MD RADIODIAGNOSIS,0,0,0,0,0,0,0,0,0,0,0,19240,11176,2626,1086,0,0,0
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,MS ENT,3524,133,60,56,182,91,5194,2810,2346,301,88,587,181,182,60,207,498,60
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,MS GENERAL SURGERY,9086,926,240,217,624,966,10550,8314,14247,1056,474,1707,2459,668,86,599,706,55
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,MS OBG,6995,607,150,132,780,797,10766,5808,10013,661,433,754,2514,120,60,389,425,118
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,MS OPHTHALMOLOGY,4282,149,30,27,61,91,275,80,337,58,27,86,60,61,50,234,294,44
"Saveetha Medical College & Hospital, Kanchipuram",Tamil Nadu,Deemed,MS ORTHOPAEDICS,7033,774,120,116,152,60,5568,1575,4487,369,246,3738,314,153,243,380,501,59
"School of Medical Sciences & Research, Greater Noida",Uttar Pradesh,Private,MBBS OVERALL,63793,5356,1130,925,599,977,189861,6835,158555,3909,7121,9124,7532,1185,711,0,0,0
"School of Medical Sciences & Research, Greater Noida",Uttar Pradesh,Private,MD DERMATOLOGY,3582,217,40,31,16,1,3519,158,3626,4,76,92,135,4,2,0,303,0
"School of Medical Sciences & Research, Greater Noida",Uttar Pradesh,Private,MD EMERGENCY MEDICINE,4647,186,30,25,1,1,11844,498,5496,521,941,1180,626,124,44,61,317,61
"School of Medical Sciences & Research, Greater Noida",Uttar Pradesh,Private,MD GENERAL MEDICINE,12462,1191,240,212,2,118,54889,2086,53988,555,2573,1826,2140,330,282,0,0,0
"School of Medical Sciences & Research, Greater Noida",Uttar Pradesh,Private,MD PAEDIATRICS,5188,465,120,96,1,10,20639,659,13310,545,1542,454,768,81,77,0,0,0
"School of Medical Sciences & Research, Greater Noida",Uttar Pradesh,Private,MD PSYCHIATRY,2384,123,30,24,0,0,4545,49,5544,41,64,89,66,124,17,0,0,0
"School of Medical Sciences & Research, Greater Noida",Uttar Pradesh,Private,MD PULMONARY MEDICINE,2689,237,40,31,1,124,10944,257,6423,554,55,943,362,146,18,0,0,0
"School of Medical Sciences & Research, Greater Noida",Uttar Pradesh,Private,MS ENT,3773,298,60,50,17,139,3607,106,4913,16,84,318,223,94,45,267,566,2
"School of Medical Sciences & Research, Greater Noida",Uttar Pradesh,Private,MS GENERAL SURGERY,10960,854,240,192,273,266,35709,1524,29806,534,521,1541,1654,120,44,278,1117,59
"School of Medical Sciences & Research, Greater Noida",Uttar Pradesh,Private,MS OBG,6963,678,150,121,280,305,19559,887,14843,564,955,236,1262,30,15,136,248,63
"School of Medical Sciences & Research, Greater Noida",Uttar Pradesh,Private,MS OPHTHALMOLOGY,5117,441,60,47,1,1,9200,411,6572,28,148,91,52,4,3,150,700,0
"School of Medical Sciences & Research, Greater Noida",Uttar Pradesh,Private,MS ORTHOPAEDICS,6028,666,120,96,7,13,15406,202,14033,547,162,2354,242,128,163,137,928,2
"Seth GS Medical College & KEM Hospital, Mumbai",Maharashtra,Govt,DM CARDIAC ANAESTHESIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,241,25
"Seth GS Medical College & KEM Hospital, Mumbai",Maharashtra,Govt,DM CARDIOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,73,11
"Seth GS Medical College & KEM Hospital, Mumbai",Maharashtra,Govt,MBBS OVERALL,138744,5059,2250,2250,5300,1391,35180,3272,32389,5646,20459,36783,5546,2194,574,0,0,0
"Seth GS Medical College & KEM Hospital, Mumbai",Maharashtra,Govt,MCH SURGICAL GASTROENTEROLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,21,7
"Seth GS Medical College & KEM Hospital, Mumbai",Maharashtra,Govt,MCh CARIO THORASIC SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,12
"Seth GS Medical College & KEM Hospital, Mumbai",Maharashtra,Govt,MCh NEURO SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,176,45
"Seth GS Medical College & KEM Hospital, Mumbai",Maharashtra,Govt,MCh PAEDIATRIC SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,329,2
"Seth GS Medical College & KEM Hospital, Mumbai",Maharashtra,Govt,MCh PLASTIC SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,371,80
"Seth GS Medical College & KEM Hospital, Mumbai",Maharashtra,Govt,MCh UROLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,408,3
"Seth GS Medical College & KEM Hospital, Mumbai",Maharashtra,Govt,MD ANAESTHESIOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,290,630
"Seth GS Medical College & KEM Hospital, Mumbai",Maharashtra,Govt,MS ENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,17
"Seth GS Medical College & KEM Hospital, Mumbai",Maharashtra,Govt,MS GENERAL SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,1544,218
"Seth GS Medical College & KEM Hospital, Mumbai",Maharashtra,Govt,MS OBG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,142,415
"Seth GS Medical College & KEM Hospital, Mumbai",Maharashtra,Govt,MS OPHTHALMOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,6
"Seth GS Medical College & KEM Hospital, Mumbai",Maharashtra,Govt,MS ORTHOPAEDICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,66,126
"Shadan Institute of Medical Sciences, Peerancheru",Telangana,Private,MBBS OVERALL,35781,4496,710,585,367,500,15692,4632,12699,420,3516,4862,1673,1180,245,0,0,0
"Shadan Institute of Medical Sciences, Peerancheru",Telangana,Private,MD BIOCHEMISTRY,0,0,0,0,0,0,0,0,12699,0,0,0,0,0,0,0,0,0
"Shadan Institute of Medical Sciences, Peerancheru",Telangana,Private,MD DERMATOLOGY,2333,211,30,25,4,1,509,297,723,0,76,163,0,0,0,0,0,0
"Shadan Institute of Medical Sciences, Peerancheru",Telangana,Private,MD GENERAL MEDICINE,7064,912,150,127,0,99,4216,567,3044,28,780,948,524,162,47,0,0,0
"Shadan Institute of Medical Sciences, Peerancheru",Telangana,Private,MD PAEDIATRICS,4003,561,90,73,0,71,3051,484,2152,30,712,619,275,119,24,0,0,0
"Shadan Institute of Medical Sciences, Peerancheru",Telangana,Private,MD PSYCHIATRY,882,92,20,16,0,0,133,257,379,0,0,164,0,20,0,0,0,0
"Shadan Institute of Medical Sciences, Peerancheru",Telangana,Private,MD PULMONARY MEDICINE,2744,141,30,25,0,85,908,296,832,72,144,571,0,114,72,0,0,0
"Shadan Institute of Medical Sciences, Peerancheru",Telangana,Private,MS ENT,2935,145,30,25,15,59,454,630,315,36,308,572,0,56,0,190,234,134
"Shadan Institute of Medical Sciences, Peerancheru",Telangana,Private,MS GENERAL SURGERY,6839,1126,150,125,170,165,2160,694,1933,94,0,535,535,582,42,184,451,69
"Shadan Institute of Medical Sciences, Peerancheru",Telangana,Private,MS OBG,3066,584,90,71,79,4,2576,788,962,110,473,67,328,21,24,138,174,87
"Shadan Institute of Medical Sciences, Peerancheru",Telangana,Private,MS OPHTHALMOLOGY,2493,229,30,25,12,6,318,295,346,22,127,420,0,35,0,114,134,74
"Shadan Institute of Medical Sciences, Peerancheru",Telangana,Private,MS ORTHOPAEDICS,3424,497,90,73,86,10,1201,323,2103,28,895,828,10,72,36,121,170,81
"Shaheed Hasan Khan Mewati Government Medical College, Nalhar",Haryana,Govt,DENTISTRY,435,0,0,0,2,4,254,264,447,7,3,72,0,8,9,0,0,0
"Shaheed Hasan Khan Mewati Government Medical College, Nalhar",Haryana,Govt,MBBS OVERALL,36024,1704,521,338,132,258,16303,16902,28717,465,292,4716,58,499,580,0,0,0
"Shaheed Hasan Khan Mewati Government Medical College, Nalhar",Haryana,Govt,MD DERMATOLOGY,3466,8,10,45,16,32,2024,2100,3526,54,151,0,0,0,0,0,0,0
"Shaheed Hasan Khan Mewati Government Medical College, Nalhar",Haryana,Govt,MD GENERAL MEDICINE,4107,301,122,52,19,38,2395,2482,4182,70,29,1078,0,74,85,0,0,0
"Shaheed Hasan Khan Mewati Government Medical College, Nalhar",Haryana,Govt,MD PAEDIATRICS,2595,449,61,132,12,24,1515,1570,2646,44,155,433,0,46,54,0,0,0
"Shaheed Hasan Khan Mewati Government Medical College, Nalhar",Haryana,Govt,MD PSYCHIATRY,1272,14,11,44,6,12,741,767,1304,22,9,38,0,23,26,0,0,0
"Shaheed Hasan Khan Mewati Government Medical College, Nalhar",Haryana,Govt,MD PULMONARY MEDICINE,2324,129,35,81,11,21,1352,1400,2354,39,16,401,0,42,48,0,45,0
"Shaheed Hasan Khan Mewati Government Medical College, Nalhar",Haryana,Govt,MS ENT,3215,65,25,57,15,30,1870,1940,3269,51,23,546,0,57,67,43,273,89
"Shaheed Hasan Khan Mewati Government Medical College, Nalhar",Haryana,Govt,MS GENERAL SURGERY,2184,99,122,21,10,20,1275,1323,2233,36,16,962,3,39,45,49,711,305
"Shaheed Hasan Khan Mewati Government Medical College, Nalhar",Haryana,Govt,MS OBG,1545,470,61,105,7,14,900,1533,1588,26,11,259,55,28,32,117,90,99
"Shaheed Hasan Khan Mewati Government Medical College, Nalhar",Haryana,Govt,MS OPHTHALMOLOGY,2496,73,25,89,12,23,1453,1506,2562,42,17,16,0,44,52,65,507,32
"Shaheed Hasan Khan Mewati Government Medical College, Nalhar",Haryana,Govt,MS ORTHOPAEDICS,4339,95,60,51,20,40,2523,2615,4432,73,31,948,0,78,90,64,743,246
"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad",Jharkhand,Govt,DENTISTRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,85,0
"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad",Jharkhand,Govt,MBBS OVERALL,26035,4817,550,100,36,659,10731,1749,8151,554,4898,2873,10,621,0,0,0,0
"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad",Jharkhand,Govt,MD DERMATOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad",Jharkhand,Govt,MS ENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,398,1
"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad",Jharkhand,Govt,MS GENERAL SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,64,239
"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad",Jharkhand,Govt,MS OBG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,20,0
"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad",Jharkhand,Govt,MS OPHTHALMOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,35,0
"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad",Jharkhand,Govt,MS ORTHOPAEDICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,162,59
"Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College, Saharanpur",Uttar Pradesh,Govt,DENTISTRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,408,2
"Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College, Saharanpur",Uttar Pradesh,Govt,MBBS OVERALL,33497,2086,420,318,47,158,24007,584,43257,262,5395,2274,826,0,0,148,1488,98
"Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College, Saharanpur",Uttar Pradesh,Govt,MD DERMATOLOGY,4226,46,10,10,0,3,478,11,329,0,280,0,0,0,0,0,81,0
"Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College, Saharanpur",Uttar Pradesh,Govt,MD GENERAL MEDICINE,7678,870,100,80,0,18,9336,158,24632,79,2209,136,289,0,0,0,0,0
"Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College, Saharanpur",Uttar Pradesh,Govt,MD PAEDIATRICS,2517,249,50,39,0,8,3590,85,2682,44,931,57,41,0,0,0,0,0
"Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College, Saharanpur",Uttar Pradesh,Govt,MD PSYCHIATRY,2601,35,10,8,0,0,381,3,267,0,133,34,0,0,0,0,0,0
"Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College, Saharanpur",Uttar Pradesh,Govt,MD PULMONARY MEDICINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,2
"Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College, Saharanpur",Uttar Pradesh,Govt,MS ENT,1860,80,20,20,6,37,629,2,529,3,154,57,16,0,0,12,191,2
"Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College, Saharanpur",Uttar Pradesh,Govt,MS GENERAL SURGERY,2627,165,100,76,24,45,2626,99,6398,62,491,69,264,0,0,36,277,40
"Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College, Saharanpur",Uttar Pradesh,Govt,MS OBG,1615,192,50,38,15,42,3159,164,5471,68,546,46,124,0,0,19,46,5
"Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College, Saharanpur",Uttar Pradesh,Govt,MS OPHTHALMOLOGY,1586,74,20,13,0,0,249,3,132,0,154,0,0,0,0,30,148,1
"Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College, Saharanpur",Uttar Pradesh,Govt,MS ORTHOPAEDICS,4294,90,40,36,1,5,2967,11,2566,5,424,830,8,0,0,45,182,37
"Shantabaa Medical College, Amreli",Gujarat,Private,MBBS OVERALL,30595,3359,650,431,82,123,42011,5083,22164,989,3272,5765,1363,346,0,254,1118,0
"Shantabaa Medical College, Amreli",Gujarat,Private,MD DERMATOLOGY,1745,112,30,18,13,0,2148,57,59,34,95,0,0,0,0,0,0,0
"Shantabaa Medical College, Amreli",Gujarat,Private,MD GENERAL MEDICINE,10289,1429,150,106,0,0,18805,2013,11731,74,1737,715,316,244,0,0,0,0
"Shantabaa Medical College, Amreli",Gujarat,Private,MD PAEDIATRICS,1389,494,90,53,0,0,1409,377,664,0,0,21,38,0,0,0,0,0
"Shantabaa Medical College, Amreli",Gujarat,Private,MD PSYCHIATRY,1740,111,30,18,0,0,1128,571,905,0,0,0,28,9,0,0,0,0
"Shantabaa Medical College, Amreli",Gujarat,Private,MS ENT,540,32,30,18,0,0,1330,150,517,40,132,196,0,0,0,9,28,0
"Shantabaa Medical College, Amreli",Gujarat,Private,MS GENERAL SURGERY,3060,474,150,95,32,0,3855,308,2022,219,208,1793,212,20,0,73,435,0
"Shantabaa Medical College, Amreli",Gujarat,Private,MS OBG,976,423,90,55,32,93,8088,884,1404,134,263,0,411,1,0,106,212,0
"Shantabaa Medical College, Amreli",Gujarat,Private,MS OPHTHALMOLOGY,855,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"Shantabaa Medical College, Amreli",Gujarat,Private,MS ORTHOPAEDICS,4028,216,60,48,0,0,2479,330,1876,65,299,2366,8,11,0,74,354,0
"Sher-I-Kashmir Institute of Medical Sciences, Bemina, Srinagar",Jammu & Kashmir,Govt,MBBS OVERALL,75291,1570,340,244,268,137,66117,7604,57984,0,785,9135,4351,891,287,0,0,0
"Sher-I-Kashmir Institute of Medical Sciences, Bemina, Srinagar",Jammu & Kashmir,Govt,MD ANAESTHESIOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,82,327
"Shija Academy of Health Sciences, Imphal",Manipur,Private,DENTISTRY,1083,0,0,0,0,0,90,83,88,6,50,18,21,4,0,0,0,0
"Shija Academy of Health Sciences, Imphal",Manipur,Private,MBBS OVERALL,23427,2026,580,481,215,354,9008,8254,8827,1238,4950,1767,2081,408,156,615,900,101
"Shija Academy of Health Sciences, Imphal",Manipur,Private,MD DERMATOLOGY,1246,30,10,8,2,4,180,248,318,74,312,18,19,4,2,0,0,0
"Shija Academy of Health Sciences, Imphal",Manipur,Private,MD EMERGENCY MEDICINE,1617,260,30,24,11,4,360,330,530,12,149,217,256,42,17,0,0,0
"Shija Academy of Health Sciences, Imphal",Manipur,Private,MD GENERAL MEDICINE,3735,379,121,101,0,106,2612,2064,1854,148,599,317,332,65,25,0,0,0
"Shija Academy of Health Sciences, Imphal",Manipur,Private,MD PAEDIATRICS,2180,201,66,59,0,28,901,908,936,90,381,141,156,45,17,0,0,0
"Shija Academy of Health Sciences, Imphal",Manipur,Private,MD PSYCHIATRY,1155,34,18,14,0,4,90,165,353,1,10,18,21,4,2,0,0,0
"Shija Academy of Health Sciences, Imphal",Manipur,Private,MD PULMONARY MEDICINE,1178,38,18,14,0,11,270,248,265,62,149,123,42,20,8,0,0,0
"Shija Academy of Health Sciences, Imphal",Manipur,Private,MS ENT,1472,100,18,14,4,11,180,330,530,82,277,88,41,24,9,43,96,14
"Shija Academy of Health Sciences, Imphal",Manipur,Private,MS GENERAL SURGERY,2878,294,121,100,118,120,1802,1568,1245,285,1000,352,435,94,36,180,411,23
"Shija Academy of Health Sciences, Imphal",Manipur,Private,MS OBG,2922,337,91,76,67,64,1531,1321,1465,186,812,70,602,16,6,177,136,24
"Shija Academy of Health Sciences, Imphal",Manipur,Private,MS OPHTHALMOLOGY,1921,144,18,15,2,0,180,165,318,130,594,35,23,12,5,98,59,18
"Shija Academy of Health Sciences, Imphal",Manipur,Private,MS ORTHOPAEDICS,2039,357,67,57,11,4,811,826,927,161,619,370,135,77,30,117,198,23
"Shimoga Institute of Medical Sciences, Shimoga",Karnataka,Govt,DENTISTRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,528,0
"Shimoga Institute of Medical Sciences, Shimoga",Karnataka,Govt,MBBS OVERALL,58832,6436,950,90,658,802,49507,1898,77854,1364,7520,9794,2098,3115,550,1363,1820,415
"Shimoga Institute of Medical Sciences, Shimoga",Karnataka,Govt,MCh PAEDIATRIC SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,5
"Shimoga Institute of Medical Sciences, Shimoga",Karnataka,Govt,MCh PLASTIC SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4
"Shimoga Institute of Medical Sciences, Shimoga",Karnataka,Govt,MCh UROLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,9
"Shimoga Institute of Medical Sciences, Shimoga",Karnataka,Govt,MD DERMATOLOGY,2453,22,20,79,89,22,1708,0,2079,58,112,88,29,0,0,0,0,0
"Shimoga Institute of Medical Sciences, Shimoga",Karnataka,Govt,MD GENERAL MEDICINE,5427,2120,160,88,22,83,20880,885,25167,30,1300,1779,318,740,136,63,0,15
"Shimoga Institute of Medical Sciences, Shimoga",Karnataka,Govt,MD PAEDIATRICS,4625,758,100,93,57,58,3283,150,512,294,288,337,281,88,89,0,0,0
"Shimoga Institute of Medical Sciences, Shimoga",Karnataka,Govt,MD PATHOLOGY,0,0,0,0,658,777,49507,1898,0,0,0,0,0,0,0,0,0,0
"Shimoga Institute of Medical Sciences, Shimoga",Karnataka,Govt,MD PSYCHIATRY,1240,255,30,7,0,0,118,0,221,0,1,2,2,117,2,0,0,0
"Shimoga Institute of Medical Sciences, Shimoga",Karnataka,Govt,MS ENT,1550,82,45,35,48,55,82,73,75,42,78,77,28,68,5,56,251,6
"Shimoga Institute of Medical Sciences, Shimoga",Karnataka,Govt,MS GENERAL SURGERY,4371,1358,160,96,261,249,7583,507,4152,318,745,843,333,373,91,252,153,76
"Shimoga Institute of Medical Sciences, Shimoga",Karnataka,Govt,MS OBG,5114,1401,100,96,151,330,9317,195,8602,309,610,385,928,179,31,599,98,245
"Shimoga Institute of Medical Sciences, Shimoga",Karnataka,Govt,MS OPHTHALMOLOGY,2352,171,30,84,6,0,199,0,201,3,178,7,41,61,3,164,221,1
"Shimoga Institute of Medical Sciences, Shimoga",Karnataka,Govt,MS ORTHOPAEDICS,3770,270,100,94,25,4,6337,88,14238,115,785,4292,64,412,83,157,555,53
